0.000000	0.585554	N
0.585554	2.165851	Db:maj(9)
2.165851	3.115598	Eb:maj
3.115598	4.690348	F:min7
4.690348	5.640094	Eb:maj
5.640094	7.220391	Db:maj(9)
7.220391	8.170137	Eb:maj
8.170137	9.744888	F:min7
9.744888	10.686984	Eb:maj
10.686984	12.267282	Db:maj(9)
12.267282	13.217028	Eb:sus4
13.217028	14.791778	F:min7
14.791778	15.741524	Eb:sus4
15.741524	17.321822	Db:maj(9)
17.321822	18.271568	Eb:sus4
18.271568	19.846318	F:min7
19.846318	20.793469	Eb:sus4
20.793469	22.373767	Db:maj(9)
22.373767	23.323513	Eb:sus4
23.323513	24.898263	F:min7
24.898263	25.848009	Eb:sus4
25.848009	27.428307	Db:maj(9)
27.428307	28.378053	Eb:sus4
28.378053	29.952803	F:min7
29.952803	30.899955	Eb:sus4
30.899955	32.480252	Db:maj(9)
32.480252	33.429998	Eb:maj
33.429998	35.004749	F:min7
35.004749	35.950295	Eb:maj
35.950295	37.530592	Db:maj(9)
37.530592	38.480339	Eb:maj
38.480339	40.055089	F:min7
40.055089	40.997185	Eb:maj
40.997185	42.577483	Db:maj(9)
42.577483	43.527229	Eb:maj
43.527229	45.101979	F:min7
45.101979	46.044076	Eb:maj
46.044076	47.624373	Db:maj(9)
47.624373	48.574119	Eb:maj
48.574119	50.160907	F:min7
50.160907	51.118730	Eb:maj
51.118730	52.699028	Db:maj(9)
52.699028	53.648774	Eb:maj
53.648774	55.223524	F:min7
55.223524	56.165621	Eb:maj
56.165621	57.745918	Db:maj(9)
57.745918	58.695664	Eb:maj
58.695664	60.270414	F:min7
60.270414	61.219410	Eb:maj
61.219410	62.799708	Db:maj(9)
62.799708	63.749454	Eb:maj
63.749454	65.324204	F:min7
65.324204	66.266301	Eb:maj
66.266301	67.846598	Db:maj(9)
67.846598	68.796345	Eb:maj
68.796345	70.371095	F:min7
70.371095	71.313191	Eb:maj
71.313191	72.893489	Db:maj(9)
72.893489	73.843235	Eb:maj
73.843235	75.417985	F:min7
75.417985	76.370431	Eb:maj
76.370431	77.950729	Db:maj(9)
77.950729	78.900475	Eb:maj
78.900475	80.475225	F:min7
80.475225	81.420771	Eb:maj
81.420771	83.001069	Db:maj(9)
83.001069	83.950815	Eb:maj
83.950815	85.525565	F:min7
85.525565	86.467661	Eb:maj
86.467661	88.047959	Db:maj(9)
88.047959	88.997705	Eb:maj
88.997705	90.572455	F:min7
90.572455	91.538866	Eb:maj
91.538866	93.119164	Db:maj(9)
93.119164	94.068910	Eb:sus4
94.068910	95.643660	F:min7
95.643660	96.585757	Eb:sus4
96.585757	98.166054	Db:maj(9)
98.166054	99.115800	Eb:sus4
99.115800	100.690551	F:min7
100.690551	101.632647	Eb:sus4
101.632647	103.212945	Db:maj(9)
103.212945	104.162691	Eb:sus4
104.162691	105.737441	F:min7
105.737441	106.679537	Eb:sus4
106.679537	108.259835	Db:maj(9)
108.259835	109.209581	Eb:sus4
109.209581	110.784331	F:min7
110.784331	111.739895	Eb:sus4
111.739895	113.320193	Db:maj(9)
113.320193	114.269939	Eb:maj
114.269939	115.844689	F:min7
115.844689	116.792668	Eb:maj
116.792668	118.372966	Db:maj(9)
118.372966	119.322712	Eb:maj
119.322712	120.897462	F:min7
120.897462	121.853438	Eb:maj
121.853438	123.433736	Db:maj(9)
123.433736	124.383482	Eb:maj
124.383482	125.958232	F:min7
125.958232	126.900329	Eb:maj
