0.000000	0.501843	N
0.501843	3.774847	D:min
3.774847	7.078635	Bb:maj
7.078635	10.365867	F:maj
10.365867	13.610499	F:sus2
13.610499	16.883503	D:min
16.883503	20.187290	Bb:maj
20.187290	23.474523	F:maj
23.474523	25.916037	F:sus2
25.916037	26.719154	C:maj/3
26.719154	29.992159	D:min
29.992159	33.295946	Bb:maj
33.295946	36.583178	F:maj
36.583178	39.001292	F:sus2
39.001292	39.827810	C:maj/3
39.827810	43.100814	D:min
43.100814	46.404601	Bb:maj
46.404601	49.691834	F:maj
49.691834	52.099940	F:sus2
52.099940	52.914140	C:maj/3
52.914140	59.490674	Bb:maj
59.490674	62.777906	F:maj
62.777906	66.000213	F:sus2
66.000213	72.576746	Bb:maj
72.576746	75.863979	F:maj
75.863979	77.516844	F:maj7(2,*3)
77.516844	79.101681	F:maj6
79.101681	85.715948	C:maj
85.715948	88.988952	F:maj
88.988952	92.292739	Bb:maj
92.292739	95.579972	F:maj
95.579972	97.985388	F:sus2
97.985388	98.782765	C:maj/3
98.782765	102.055769	D:min
102.055769	105.359556	Bb:maj
105.359556	108.646789	F:maj
108.646789	111.849582	F:maj(9)
111.849582	115.122586	D:min
115.122586	118.426373	Bb:maj
118.426373	121.713606	F:maj
121.713606	124.975696	F:maj(9)
124.975696	128.248700	D:min
128.248700	131.552487	Bb:maj(9)
131.552487	134.839719	F:maj
134.839719	138.074857	F:maj(9)
138.074857	141.347861	D:min
141.347861	144.651648	Bb:maj(9)
144.651648	147.938880	F:maj
147.938880	149.513712	F:maj(9)
149.513712	151.195580	C:maj/3
151.195580	157.761332	Bb:maj(9)
157.761332	161.048564	F:maj
161.048564	164.270871	F:sus2
164.270871	170.847404	Bb:maj
170.847404	174.134637	F:maj
174.134637	175.787502	F:(1,2,5,7)
175.787502	177.410073	F:maj6
177.410073	183.981216	C:maj
183.981216	187.242529	F:maj
187.242529	190.503843	Bb:maj
190.503843	197.064204	F:maj
197.064204	200.325518	D:min
200.325518	203.586832	Bb:maj
203.586832	210.175420	F:maj
210.175420	213.436733	D:min
213.436733	216.698047	Bb:maj
216.698047	223.286635	F:maj
223.286635	226.547948	D:min
226.547948	229.809262	Bb:maj
229.809262	236.397850	F:maj
236.397850	239.659163	D:min
239.659163	242.920477	Bb:maj
242.920477	249.509065	F:maj
249.509065	252.770378	D:min
252.770378	256.092880	Bb:maj
256.092880	265.264762	F:maj
