0.000000	38.233803	N
38.233803	40.740063	C#:min
40.740063	43.287563	N
43.287563	45.793822	C#:min
45.793822	48.356962	N
48.356962	50.863222	C#:min
50.863222	53.405956	N
53.405956	55.912215	C#:min
55.912215	58.465267	N
58.465267	60.972648	C#:min
60.972648	63.517654	C#:min
63.517654	66.046290	A:maj
66.046290	68.591296	G#:maj
68.591296	71.098677	C#:min
71.098677	73.643683	C#:min
73.643683	76.172319	A:maj
76.172319	78.684263	G#:maj
78.684263	81.245961	F#:min
81.245961	83.739955	G#:maj
83.739955	85.948795	A:maj
85.948795	88.798910	B:maj
88.798910	90.045883	C#:min
90.045883	91.314511	G#:maj
91.314511	92.561484	C#:min
92.561484	93.840510	B:maj
93.840510	95.116666	E:maj
95.116666	96.377333	B:maj
96.377333	97.653490	E:maj
97.653490	98.250604	B:maj
98.250604	98.896879	C:dim
98.896879	100.155667	C#:min
100.155667	101.426513	G#:maj
101.426513	102.670832	C#:min
102.670832	103.938478	B:maj
103.938478	106.468475	E:maj
106.468475	108.998416	G#:maj
108.998416	111.505798	C#:min
111.505798	114.050803	C#:min
114.050803	116.579440	A:maj
116.579440	119.124445	G#:maj
119.124445	121.631827	C#:min
121.631827	124.176832	C#:min
124.176832	126.705469	A:maj
126.705469	129.217413	G#:maj
129.217413	131.779111	F#:min
131.779111	134.273105	G#:maj
134.273105	136.481944	A:maj
136.481944	139.332060	B:maj
139.332060	140.579032	C#:min
140.579032	141.847661	G#:maj
141.847661	143.094633	C#:min
143.094633	144.373659	B:maj
144.373659	145.649816	E:maj
145.649816	146.910483	B:maj
146.910483	148.186639	E:maj
148.186639	148.783754	B:maj
148.783754	149.430028	C:dim
149.430028	150.688816	C#:min
150.688816	151.959662	G#:maj
151.959662	153.203982	C#:min
153.203982	154.471627	B:maj
154.471627	157.001625	E:maj
157.001625	159.531566	G#:maj
159.531566	162.037825	C#:min
162.037825	164.585326	N
164.585326	167.091585	C#:min
167.091585	180.216944	N
180.216944	182.792879	A:maj
182.792879	184.639517	B:maj
184.639517	185.293133	G#:min
185.293133	187.787877	C#:min
187.787877	189.705680	C#:min
189.705680	190.332663	B:maj
190.332663	191.579635	C#:min
191.579635	192.858661	B:maj
192.858661	194.134818	E:maj
194.134818	195.395485	B:maj
195.395485	196.671641	E:maj
196.671641	197.268755	B:maj
197.268755	197.915030	C:dim
197.915030	199.173818	C#:min
199.173818	200.444664	G#:maj
200.444664	201.688984	C#:min
201.688984	202.972932	B:maj
202.972932	205.499221	E:maj
205.499221	206.751285	A:maj
206.751285	208.038671	B:maj
208.038671	209.285643	C#:min
209.285643	210.554272	G#:maj
210.554272	211.801244	C#:min
211.801244	213.080270	B:maj
213.080270	214.356427	E:maj
214.356427	215.617093	B:maj
215.617093	216.893250	E:maj
216.893250	217.490364	B:maj
217.490364	218.136639	C:dim
218.136639	219.395427	C#:min
219.395427	220.666273	G#:maj
220.666273	221.910592	C#:min
221.910592	223.178238	B:maj
223.178238	225.708235	E:maj
225.708235	228.238176	G#:maj
228.238176	229.485149	C#:min
229.485149	230.753777	G#:maj
230.753777	232.000750	C#:min
232.000750	233.279776	B:maj
233.279776	234.555932	E:maj
234.555932	235.816599	B:maj
235.816599	237.092756	E:maj
237.092756	237.689870	B:maj
237.689870	238.336145	C:dim
238.336145	239.594933	C#:min
239.594933	240.865779	G#:maj
240.865779	242.110098	C#:min
242.110098	243.377744	B:maj
243.377744	245.907741	E:maj
245.907741	248.437682	G#:maj
248.437682	251.501833	N
