0.000000	2.012319	N
2.012319	5.835725	D:maj
5.835725	9.216421	G:maj9/5
9.216421	12.798349	D:maj
12.798349	16.259537	G:maj9/5
16.259537	19.640233	E:min
19.640233	22.779451	G:maj
22.779451	24.590538	D:maj
24.590538	26.562610	G:maj9/3
26.562610	29.621335	A:maj
29.621335	32.961785	E:min
32.961785	36.382727	G:maj
36.382727	38.032828	D:maj
38.032828	39.964655	G:maj9/3
39.964655	43.224611	A:maj
43.224611	45.440048	E:min
45.440048	46.327549	D:maj/3
46.327549	49.865264	G:maj
49.865264	51.568030	D:maj
51.568030	53.487438	G:maj/3
53.487438	56.622559	A:maj
56.622559	59.978158	E:min
59.978158	63.710018	G:maj
63.710018	65.822953	D:maj
65.822953	67.332192	G:maj/3
67.332192	70.974490	A:maj
70.974490	72.866070	D:maj
72.866070	74.777773	G:maj/3
74.777773	78.158468	D:maj
78.158468	85.523556	F#:min
85.523556	87.397711	G:maj
87.397711	89.358665	G:sus4
89.358665	92.747781	G:maj
92.747781	94.397882	D:maj
94.397882	96.229093	G:maj/3
96.229093	99.560700	A:maj
99.560700	101.541615	D:maj
101.541615	103.272209	G:maj/3
103.272209	106.693151	D:maj
106.693151	113.796637	F#:min
113.796637	115.670792	G:maj
115.670792	117.631746	G:sus4
117.631746	121.020862	G:maj
121.020862	122.811826	D:maj
122.811826	124.683282	B:min7
124.683282	128.325580	A:maj
128.325580	132.028247	D:maj
132.028247	135.569928	G:maj
135.569928	138.729269	D:maj/3
138.729269	142.452059	G:maj
142.452059	145.369921	E:min
145.369921	148.509139	G:maj
148.509139	150.400719	D:maj
150.400719	151.970328	G:maj/3
151.970328	155.512009	A:maj
155.512009	158.309132	E:min
158.309132	161.651955	G:maj
161.651955	163.541162	D:maj
163.541162	165.291879	G:maj/3
165.291879	169.174582	A:maj
169.174582	172.386490	E:min
172.386490	175.699827	G:maj
175.699827	177.533996	D:maj
177.533996	179.089235	B:min7
179.089235	182.309596	A:maj
182.309596	185.910314	E:min
185.910314	191.351410	G:maj
191.351410	193.484468	D:maj
193.484468	197.368243	B:min7
197.368243	205.739490	A:maj
205.739490	207.892671	D:maj
207.892671	209.643389	G:maj7/3
209.643389	212.802730	D:maj
212.802730	220.047078	F#:min
220.047078	221.795948	G:maj
221.795948	223.594038	G:sus4
223.594038	226.969399	G:maj
226.969399	228.641307	D:maj
228.641307	230.297443	B:min7
230.297443	233.562395	A:maj
233.562395	235.344712	D:maj
235.344712	237.158575	G:maj7/3
237.158575	240.407754	D:maj
240.407754	247.473932	F#:min
247.473932	249.348086	G:maj
249.348086	251.309041	G:sus4
251.309041	254.698157	G:maj
254.698157	256.589736	D:maj
256.589736	258.360577	B:min7
258.360577	262.063244	A:maj
262.063244	265.443940	D:maj
265.443940	267.214780	B:min7
267.214780	269.267346	D:7
269.267346	271.921643	G:maj
271.921643	275.281232	G:sus4
275.281232	280.073499	G:maj
280.073499	282.025448	D:maj
282.025448	284.178629	B:min7
284.178629	287.337970	A:7
287.337970	290.839405	G:maj
290.839405	295.025028	A:7
295.025028	298.989297	D:maj
298.989297	302.450485	F#:min
302.450485	304.324639	G:maj
304.324639	306.285594	G:sus4
306.285594	309.523801	G:maj
309.523801	311.321890	D:maj
311.321890	313.119980	B:min7
313.119980	318.750268	A:maj
318.750268	320.621725	D:maj
320.621725	324.113564	B:min
324.113564	329.033218	D:maj
329.033218	334.870557	N
